ID,Organizer,Title,text_string
2_p_21_ai_dialogue_concept_note_multilingualism_and_ai-rev2.pdf,"Kenya, Spain, OIF, UN Foundation",Multilingualism and AI: Can Open Models Be the Solution?,"CONCEPT NOTE First Session of the Global Dialogue on AI Governance 6–7 July 2026 I Palexpo, Geneva Multilingualism and AI: Can Open Models Be the Solution? Date & Time: 7 July 2026, 12:00–12:45 CEST Organizers: Kenya, Spain, OIF, UN Foundation Background and focus The rapid diffusion of artificial intelligence creates new forms of exclusion and new  sources of inequality. Evidence suggests that large language models in languages other  than English cost more to run, are more likely to fail safety tests and hallucinate  dangerous misinformation. The implications of these asymmetries for multilingualism,  and their implications for the spread of AI opportunities, have become a governance  challenge. Linguistic diversity is crucial to ensure inclusivity of the digital space. Open  models, open data ecosystems, and smaller and more specific language models  designed to fit specific needs offer practical pathways to address these gaps, enabling  countries and communities to adapt AI systems to their linguistic and cultural contexts  and reducing dependency barriers. This event will aim to:   Raise awareness among Global Dialogue participants of the linguistic  biases embedded in current AI systems and their implications   Frame linguistic equity as a governance question, not only a technical or  capacity-building one.  Showcase solutions to linguistic inequality in AI models and products  Offer practical insights on how multilingual and open AI models can  support linguistic inclusion.  Speakers and Format Speakers:   H.E. Mr. William Kabogo Gitau, Cabinet Secretary, Ministry of Information,  Communications and the Digital Economy (TBC)  H.E. Mr. Óscar López Águeda, Minister for Digital Transformation and Public  Function, Government of Spain (TBC)  H.E. Ambassador Henri Monceau, Permanent Representative of OIF to Geneva  Mr. Daniel Pimienta, President OBDILCI (TBC)  Member of the Independent Scientific Panel on AI (TBC)  Stakeholder Representative (TBC)  Dr. Claire Melamed, Vice president, AI and Digital Cooperation (UN Foundation) – Moderator Format: Panel style discussion followed by short Q&A with the audience. In the interest of time,  questions might be collected virtually from the audience during the event.  Focal Point/Contact: Pablo Angulo-Troconis, UN Foundation                    pangulo-troconis@unfoundation.org"
3_o-5_concept_note.pdf,"[CHIKU ABDALLAH JUMANNE,Independent Youth Researcher,St.Joseph","7 july 2026|Online from Dar es salaam,Tanzania.","CONCEPT NOTE. First Session of the Global Dialogue on AI Governance. 7 july 2026|Online from Dar es salaam,Tanzania. [Title of Online Side Event]. From Campus to Career:Youth,AI Skills &Jobs in Tanzania. Short Description-2-3 sentences: This youth-led session explores how AI is reshaping jobs and skills for young Tanzanians and Africans. Drawing from campus experience in St.Joseph University and as a participant in the UN Women Binti Dijitali programme, it explores how AI is reshaping jobs for Tanzanian youth, highlighting gaps in AI literacy,urban-rural access,and youth inclusion in policy.it will share practical ideas for building safe,gender-inclusive AI literacy hubs in universities. Date & Time:[7 july 2026,15:00-15:45 CEST]. Organizers:[CHIKU ABDALLAH JUMANNE,Independent Youth Researcher,St.Joseph University And Participant UN Women Binti Dijitali Tanzania]. Background and focus: 300 words. Artificial Intelligence is changing the job market at a speed that Tanzania cannot afford to ignore.with over 60% of Tanzanians under 25,youth are the key to an AI- ready future,yet most lack basic AI literacy and access to training. Drawing from my experience as a student at St.Joseph University and as a participant in the UN Women Binti Dijitali programme,I will present critical gaps from the ground, 1:The urban-rural divide in AI skills. 2:Fear of job loss versus new digital job creation for young women. 3:The absence of youth voice in AI policy making in the global south. My goal to give 3 recommendation to NGOs and governments: 1:How to scale AI literacy Hubs on campus using models like Binti Dijitali. 2:How to ensure AI tools are safe and gender-inclusive 3:How to create training pathways that link skills directly to jobs for young women and youth.  By centering one students experience,this session will ensure that AI governance in Tanzania is inclusive,fair and youth-led. Speaker and Format: 200 words. Format:Solo Presentation And Interactive Q&A for 45 minutes total. Speaker:CHIKU ABDALLAH JUMANNE,St.Joseph university&UN Women Binti Dijitali Participant,Tanzania. Role:Student&Youth Advocate for AI literacy.  I will present for 25 minutes on the challenges and opportunities for youth and AI in Tanzania.This is based on my experience at St.Joseph University and participation as a UN Womens Binti Dijitali programme,which focuses on digital skills for young women.The talk will include case studies from campus and from the programme.The remaining 20 minutes will be a live Q&A with the global audience via Zoom link. Zoom link:https://meet.google.com/gta-omqx-swp. Focal Point/Contact: CHIKU ABDALLAH JUMANNE. Email:chikuabdallah52@gmail.com. Whats-app/phone:+255673988501"
3_p-8_ai_for_every_mind_concept_note.pdf,World Digital Technology Academy (WDTA) · Golden Gate University (GGU) ·,"AI for Every Mind: Education, Human Agency & Governance","CONCEPT NOTE First Session of the Global Dialogue on AI Governance 6–7 July 2026 I Palexpo, Geneva AI for Every Mind: Education, Human Agency & Governance Date & Time:  Monday, 6 July 2026, 14:15–15:00 CEST · Room G, Palexpo, Geneva Organizers:  World Digital Technology Academy (WDTA) · Golden Gate University (GGU) ·  ICARUS AI Background and focus Artificial intelligence is transforming how people learn, work and make decisions. In  education, AI-enabled tools promise personalized learning, expanded access and support  for teachers, yet they also raise fundamental questions about human agency: how  learners develop critical thinking, creativity and independent judgement in environments  increasingly mediated by algorithmic systems. Ensuring that AI serves every mind —  across regions, languages, income levels and abilities — is both an educational  imperative and a governance challenge. This side event, convened by the World Digital Technology Academy (WDTA), Golden Gate  University (GGU) and ICARUS AI on the margins of the First Session of the Global  Dialogue on AI Governance, will examine how education systems, academic institutions  and technology developers can work together to keep human agency at the centre of AI  adoption. Discussions will address the responsible integration of AI in teaching and  learning; the skills, literacy and safeguards needed for students and educators; and the  standards and governance frameworks required to ensure that AI in education is safe,  inclusive and rights-respecting. By bringing together perspectives from diplomacy, academia, standards development  and industry, the session aims to identify practical pathways for international   cooperation on AI and education, and to contribute concrete insights to the Global  Dialogue's broader deliberations on inclusive, human-centred AI governance. Speakers and Format The session will be held as a 45-minute in-person panel discussion, combining short  framing remarks with a moderated exchange among panelists and an interactive  question-and-answer segment with the audience. Speakers and panelists include: Amb. Prof. Muhammadou M. O. Kah Prof. Yale Li / WDTA Dr. Smrite Goudhaman / GGU Mr. Piyush Raut / GGU Dr. Chris Haberl / ICARUS Dr. hc. Nektar Baziotis / ICARUS Focal Point/Contact:  Dr.hc. Nektar Baziotis, President – CEO ICARUS AI Inc. nektar@icarus.education"
4_o-6_ai_dialogue_concept_note_aiquaint1.pdf,AI and Quantum International Hub (AIQUAINT),Intelligence Beyond Borders:,"CONCEPT NOTE First Session of the Global Dialogue on AI Governance 6–7 July 2026 I Palexpo, Geneva Intelligence Beyond Borders:  Empowering the Next Billion Toward an AI-Ready, Ethical and Equitable  Future Date & Time:  07 July 2026, 17:30–18:30 CEST  Organizers:  AI and Quantum International Hub (AIQUAINT)  Background and focus Artificial intelligence is rapidly reshaping labor markets, education systems, and  governance structures worldwide — yet the benefits and risks of this transformation are  not evenly distributed. For the ""next billion"" digital citizens, largely concentrated across  the Global South, AI presents both a historic opportunity for economic leapfrogging and  a serious risk of deepening existing inequalities. Millions of young people possess the  talent and ambition to shape the AI era, but structural gaps — in infrastructure, digital  literacy, funding, and representation in policy conversations — threaten to leave them as  consumers rather than co-creators of AI systems. This session moves beyond diagnosing the problem to showcasing what is already  working on the ground. Drawing on experience across Asia and the Middle East, the  panel will highlight national youth AI summits, ""AI for Good"" initiatives, and community- driven education programs that embed ethics and equity into AI literacy from the outset  — rather than treating them as an afterthought. The UAE, as a hub connecting South  Asia, Africa, and the wider Global South, offers a unique vantage point for this discussion,  with speakers bringing direct, cross-regional experience in policy, legal frameworks, and  education.  Central to the conversation is the question of governance: how can young people move  from being subjects of AI policy to genuine participants in shaping it? The panel will  examine mechanisms for embedding youth voice into global AI governance frameworks,  including multilateral dialogues like the UN's own,  o that regulatory and ethical  standards reflect the realities of those who will live longest with AI's consequences. The  session aims to leave participants with concrete models for replication and a clearer  sense of the governance pathways available for youth-led advocacy. Speakers and Format The panel brings together three speakers with complementary expertise and shared  grounding in UAE-based, globally-connected work. Gowri Shankar, Founder of the AI and  Quantum International Hub and an AI Ethicist, brings a technologist's and ethicist's lens  on responsible AI design for emerging economies. Shakilla Jhungeer, Chief Legal and  Compliance Officer at the Global Alliance for Artificial Intelligence (GAFAI), contributes  expertise in international legal and regulatory frameworks governing AI deployment and  accountability. Christopher Abraham, CEO of SP Jain School of Global Management,  Dubai, offers an academic and institutional perspective on preparing the next generation  of leaders and professionals for an AI-driven economy. The 60-minute session will run as a moderated panel discussion, opening with brief  framing remarks from each speaker (3–5 minutes) on their area of focus, followed by a  structured moderated dialogue drawing out cross-cutting themes — access, ethics,  education, and governance. The final 15 minutes will be reserved for audience Q&A,  encouraging engagement from young participants and Global Dialogue delegates. The  format is designed to balance expert insight with accessibility for a broad, youth-inclusive  audience. Focal Point/Contact:  Gowri Shankar Sivabala (gowrishankergs@gmail.com)"
4_p-25_official_ai_dialogue_concept_note_template.pdf,"Fondation Abeona / Global Trust Challenge, and the European","Information Integrity in the Age of AI: Building Trust, Countering","CONCEPT NOTE First Session of the Global Dialogue on AI Governance 6–7 July 2026 I Palexpo, Geneva Information Integrity in the Age of AI: Building Trust, Countering  Disinformation, and Protecting People Online Date & Time:  Tuesday, 7 July 2026, 07:30–08:15 (45 minutes) Organizers:  Fondation Abeona / Global Trust Challenge, and the European  Broadcasting Union (EBU) Background and focus This session brings together the Global Trust Challenge—a G7-mandated multi- stakeholder coalition building technical and policy tools in information integrity—and the  European Broadcasting Union (EBU) public service media network to address the  systemic erosion of trust across the global information ecosystem. Generative AI is  accelerating both the scale and the sophistication of disinformation while simultaneously  entering the information ecosystem as a direct source audiences consult. Public trust in  news is under sustained pressure: the Reuters Institute Digital News Report 2026  (University of Oxford, ~100,000 respondents across 48 markets) found overall news trust  at its lowest point since 2015 (37%), even as AI chatbot use for news reached 10% of  respondents and social media overtook news websites and apps as a news source (54%  vs. 51%). These trends converge with growing concern about AI-enabled harms that fall unevenly  on specific groups, including gendered disinformation and abuse targeting women  (notably women journalists and public figures) and risks to children from AI-generated  content and AI-driven platform design. The UN Global Dialogue on AI Governance  identifies information integrity, transparency, accountability and human rights protection  as core thematic pillars.  The Global Trust Challenge has emerged from the G7 Hiroshima process as a multi-  stakeholder coalition—convened by founding partners including the OECD, IEEE, and  UNESCO, and spearheaded by AI Commons, Fondation Abeona, and others—mandated  to develop information and policy tools to advance information integrity. The Global  Trust Challenge and the EBU each bring complementary, practitioner-level experience to  these questions: one from a multilateral coalition building technical and policy tools for  trust, the other from decades of editorial accountability and audience-trust research  across 68 public service media members in over 50 countries. This session is intended to connect that practitioner experience directly to the Dialogue's  deliberations on safe, secure and trustworthy AI and on human rights protection, ahead  of the Co-Chairs' summary. Speakers and Format Hamdhoon Rashad (Moderator) — Media Project Manager at the EBU, where he  moderates sessions on digital transformation and AI. He recently contributed to a joint  BBC/EBU study on the reliability of AI assistants as news sources. Tanya Perelmuter — Co-Founder of Fondation Abeona and ambassador for the Global  Trust Challenge (GTC), a G7-mandated coalition building trust in the information  infrastructure. Tanya works at the intersection of policy and technology to advance  information integrity, ensure inclusive access to AI, and guarantee that its dividends are  shared equitably and sustainably. Session co-organizer. Luis Jiménez — Head of Business Development & Partnerships at Eurovision News (EBU),  leading collaboration and transformation across Europe's public service media. A former  RTVE Spain journalist and Digital Transformation Expert, he manages the largest  database of public service news content. Session co-organizer. Keita Azuma — Associate Research Fellow at UNU-CRIS, researching media literacy in  the generative AI era and election-integrity cooperation across the Indo-Pacific and EU.  He has served in Japan's Cabinet Secretariat since 2011. Marie-Ève Nadeau — Head of International Affairs at 5Rights Foundation, with a  background in human rights and public policy and a decade advising governments and  civil society on internet governance, online safety, AI, and data protection. Format: moderated panel discussion with a short audience exchange. Focal Point/Contact: - Tanya Perelmuter, Fondation Abeona / Global Trust Challenge —  tanya.perelmuter@fondation-abeona.org · Session co-organizer   - Luis Jiménez, European Broadcasting Union — jimenez@ebu.ch · Session co- organizer"
5_o-7_empowered_you_ai_dialogue_concept_note1.pdf,Empowered You,Youth Perspectives on the Social and Ethical Implications of AI in Developing,"CONCEPT NOTE First Session of the Global Dialogue on AI Governance 6–7 July 2026 I Palexpo, Geneva Youth Perspectives on the Social and Ethical Implications of AI in Developing  Countries  Date & Time:  06 July 2026, 08:00–08:30 A.M CEST  Organizers:  Empowered You  Background and focus Artificial  intelligence  is  transforming  education,  employment,  communication  and  social  interaction  worldwide.  For  young  people  in  developing  countries,  AI  presents  significant  opportunities to improve access to knowledge, enhance productivity and foster innovation. At the  same time, it raises important ethical, social and governance challenges, including academic  integrity, workforce disruption, digital inequality, bias and the growing influence of AI on language,  communication and human behaviour. Despite being among the groups most affected by rapid AI adoption, young people in developing  countries remain underrepresented in global AI governance discussions. Their lived experiences  provide valuable insights into how AI is shaping everyday life, highlighting the need for governance  approaches that are inclusive, context-sensitive and responsive to diverse realities. This lightning talk will examine both the opportunities and the implications of AI for young people in  developing countries, encouraging balanced discussion on the benefits of innovation alongside the  need to address emerging risks. Particular attention will be given to transparency, accountability  and meaningful human oversight, while recognising that effective AI governance should support  innovation while safeguarding human rights and promoting responsible use. By bringing a grassroots youth perspective into the Global Dialogue on AI Governance, this session  aims to contribute to ongoing discussions on responsible AI development and use. Participants will  gain insight into the opportunities, challenges and governance considerations surrounding AI in  developing-country contexts, while encouraging greater recognition of youth voices in international  AI governance processes and promoting practical reflection on how AI can remain human-centred,  inclusive and beneficial for all.  Speakers and Format The session will be delivered as a 15-minute lightning talk by the Chair and Founder of  Empowered You, a youth-led initiative focused on youth engagement and AI awareness from a  developing-country perspective. The presentation will explore the opportunities and challenges associated with AI adoption  among young people, covering education, employment, communication, digital inequality and the  evolving relationship between AI and human interaction. Rather than presenting AI solely as either  a solution or a threat, the session will encourage a balanced discussion that considers both the  benefits of innovation and the importance of ethical safeguards, transparency, accountability and  meaningful human oversight. Following the presentation, participants will be invited to contribute questions and brief  reflections, creating an interactive exchange that encourages dialogue among participants from  different regions and stakeholder communities. This flexible format provides an opportunity to  share experiences, compare perspectives and identify common priorities for inclusive,  transparent and human-centred AI governance. The session aims to leave participants with practical insights into how youth perspectives from  developing countries can inform responsible AI development and contribute to more inclusive  international AI governance discussions. Focal Point/Contact: Aggrey Otieno Founder, Empowered You Aggreyotienoowiti@gmailcom"
5_p-9_side-event_global_dialogue_on_ai_governance_final.pdf,Campaign for Nature,"“Sustainable AI, Nature and the Governance Gap:”","CONCEPT NOTE First Session of the Global Dialogue on AI Governance 6–7 July 2026 I Palexpo, Geneva “Sustainable AI, Nature and the Governance Gap:” Format: High-Level Moderated Panel Discussion followed by an interactive discussion Venue: Room K Duration: 45 minutes Time: 7:30 to 8:15 AM Side-Event Co-organizers:  Campaign for Nature, French Government, UNEP, ITU, UNESCO,  Sustainable AI Coalition Description: This high-level side event will bring together governments, international organizations, Indigenous  Peoples and local communities leaders, industry representatives, academia and civil society to  discuss the most pressing priorities for advancing environmentally sustainable AI governance. The discussion will explore the many facets of the nexus between AI and nature, including the  environmental footprint of AI, the use of AI to benefit the planet, and one fundamental yet often  overlooked  dimension  of  this  relationship:  the  downstream  impacts  of  AI-driven  economic  acceleration on biodiversity and the natural systems that sustain human civilization. The conversation will also highlight how governance of AI to ensure its environmental sustainability  ranges from international frameworks to the internal policies of AI companies, and how it must be  grounded in dialogue among Indigenous Peoples and local communities leaders, policymakers,  scientists, civil society, and AI industry representatives on the relationship between AI systems and  natural systems. Rather than positioning AI and nature as opposing forces, the session will explore what governance  principles, safeguards, accountability mechanisms, and value systems may be needed at the    international  level  down  to  the  companies’  level  to  help  ensure  that  AI  contributes  to  an   environmentally responsible future rather than accelerating environmental decline. Objectives of the session: As existing nature coalitions and dedicated AI-centered coalitions, along with multi-stakeholder  initiatives  and  other  actors,  are  starting to  advocate  for  the  advancement  of  dialogue  and  collaboration at the intersection of AI governance and nature, the session will catalyze this  momentum. The session will crowdsource initial principles and governance priorities for 'Environmentally  Responsible AI' through interactive audience participation during and after the event. 25 minutes Panel discussion  Moderators (panel and open discussion): Sally Radwan,  Chief Digital Officer, UNEP & Tomas Lamanauskas,  Deputy Secretary General, ITU  Hindou Oumarou Ibrahim, Indigenous leader, member  and former chair of UN Permanent Forum on Indigenous  Issues  Mariya Gabriel, Assistant Director-General  Communication and Information, UNESCO  H.E. Clara Chappaz, Ambassador for AI and Digital  Affairs, France  Brian O’Donnell, Director, Campaign For Nature   Josh Parker, Head of Sustainability, Nvidia (TBC) 20 minutes Open Discussion The open discussion will bring additional perspectives to the  discussion and kick start the gathering of further feedback after  the side-event. In parallel, during the side-event, the audience will be  encouraged to contribute to the priorities and principles they  are identified or would like to see reflect to ensure that AI   Governance ensure that AI development, deployment and use  are respectful of and preserve our planet and its boundaries: - during the panel audience will interact using [Mentimeter] - after the panel co-organizers will encourage additional  feedback and ideas gathering through an online form"
6_o-13_ai_dialogue_concept_note_desertifai1.pdf,DesertifAI,DesertifAI,"CONCEPT NOTE First Session of the Global Dialogue on AI Governance 6–7 July 2026 I Palexpo, Geneva DesertifAI Lightweight Deep Learning for Climate Adaptation in Botswana  and the Global South Date & Time: Tuesday, 7 July 2026, 07:00–08:30 CEST (session expected to run  approximately 30–45 minutes) Organizers: DesertifAI Format: Online session Connection link: https://stanford.zoom.us/j/9713948258? pwd=LZJXx4T7Wspm6WpIKUDalbfyRAQanS.1&omn=93045334043 (Meeting ID: 971  394 8258 | Password: 070726)  Background and focus Climate change and desertification present existential threats to arid and semi-arid  ecosystems, particularly in the Global South. Traditional climate and land- degradation modeling requires immense computational power, often restricting  sophisticated predictive tools to institutions with access to high-performance  supercomputing infrastructure. This creates a severe digital divide, leaving local  policymakers and land managers in highly vulnerable regions without the real- time, high-resolution data necessary for timely environmental intervention and  adaptive management. To address this critical barrier, DesertifAI introduces a paradigm shift in climate  adaptation technology. DesertifAI is an open-source, lightweight AI framework  designed specifically to democratize access to advanced environmental modeling.  By using an optimized, browser-based U-Net operator, the framework accelerates  complex desertification simulations by an unprecedented 5,500 times. This  computational efficiency allows highly detailed, localized predictive models to run  seamlessly on standard consumer hardware - such as basic laptops and tablets -   without requiring supercomputers, specialized local infrastructure, or constant  high-bandwidth internet connectivity. The focus of this session is to showcase the deployment of DesertifAI, drawing  directly from a collaborative partnership with environmental policymakers and  local stakeholders in Botswana. This is generalized to how high-speed, localized AI  can be practically integrated into national climate adaptation policies and regional  land-use planning. Ultimately, this will serve as a scalable roadmap for how  lightweight deep learning can empower local communities, bridge global technical  disparities, and build autonomous climate resilience throughout developing  regions, demonstrating that cutting-edge AI can be successfully deployed under  significant resource constraints. Speakers Aritro Chatterjee is the founder of DesertifAI and a student at Stanford University  studying mathematics, computer science, and earth systems. He develops hybrid  deep-learning and mathematical models to predict desertification and inform  global land-use policy, with research published at IEEE ICDM UGHS, ICML, and  AGU. A Rise Global Fellow, World Science Scholar, and Non-Trivial Fellow, Aritro has  served as one of 25 global UN Youth Parliament members, delivering speeches at  the 78th and 79th UN General Assemblies where he co-drafted the Youth Stimulus  to Deliver Agenda. He is also the founder of The Eco-Perspectives Podcast, which  amplifies youth-led environmental initiatives across seven countries. In this session, Aritro will draw on his technical and policy background to  demonstrate how rigorous computational science can be bridged with institutional  framework design. He will guide attendees through the browser-based U-Net  operator framework, discuss practical policy integration based on collaborative  efforts with stakeholders in Botswana, and share scalable pathways to build  climate-resilient health systems and land-use policies for the world's most  vulnerable communities."
6_p-10_ai_dialogue_concept_note_template.pdf,SASOK Foundation & Evorin LLC,Proof-of-Emotion:,"CONCEPT NOTE First Session of the Global Dialogue on AI Governance 6–7 July 2026 I Palexpo, Geneva  Proof-of-Emotion:  Cryptographic Sovereignty and Human Authenticity in  Layer-1 Symbiotic Governance Date & Time:  Tuesday, 7 July 2026, 08:15–08:45 CEST (Room K) Organizers:  SASOK Foundation & Evorin LLC Background and focus As artificial intelligence transitions from narrow applications to multi-agent autonomous systems,  the frontier of global governance faces an unprecedented paradigm shift. Traditional  cryptographic identity verification frameworks fail to distinguish between human-generated  keystrokes and sophisticated AI-driven behavioral synthetics. This vulnerability threatens to  undermine democratic consensus, financial sovereignty, and digital trust architectures. The SASOK Foundation introduces ""Proof-of-Emotion"" (PoE), a pioneering decentralized protocol  built on Layer-1 symbiotic infrastructure. Designed to meet the foundational pillars of UNGA  Resolution A/RES/79/325 and the Global Digital Compact, PoE bridges the gap between raw  compute power and verifiable biological human intent. Unlike invasive biometric tracking, PoE  relies on Zero-Knowledge (ZK) cryptographic proofs that analyze micro-behavioral, non-invasive  cognitive and affective telemetry. This ensures that personal sovereignty and human rights are  fully preserved while maintaining absolute privacy. This side event focuses on the practical implementation of PoE within the context of the AI Act  Conformity Check frameworks. It presents a modular architecture where human authenticity can  be verified on-chain natively, neutralizing deepfake manipulation and automated Sybil attacks at  the infrastructure level. By anchoring technological policy into algorithmic consensus, Layer-1  symbiotic governance provides nations with a scalable, neutral environment to coordinate cross-  border AI safety standards, protect sovereign data integrity, and guarantee human-centric  systemic resilience in an era dominated by synthetic intelligence. Speakers and Format The session will follow an intensive, high-impact Briefing and Technology Demonstration format  (30 minutes), structured to provide both high-level geopolitical insights and concrete engineering  solutions: ●Opening & Problem Definition (5 mins): Contextualizing the erosion of digital human  authenticity under autonomous AI agent deployment. ●Keynote Address (10 mins): Teymur Safiulov, Lead Symbiotic Architect (SASOK  Foundation / Evorin LLC). Presentation of the Layer-1 Symbiotic Governance Whitepaper  and the underlying mathematics of Proof-of-Emotion protocols. ●Live Prototype & Architectural Review (10 mins): Technical deep-dive into ZK-telemetry  validation pipelines, showcasing real-time mitigation of deepfake vectors and automated  coordination threat models within compliant European AI Act infrastructures. ●Interactive Panel Q&A & Policy Synthesis (5 mins): Open floor discussion with delegates  regarding cross-border deployment, sovereign compliance, and strategic integration into  UN-Habitat and ITU global frameworks. Focal Point: Name: Teymur Safiulov, Lead Symbiotic Architect Organization: SASOK Foundation / Evorin LLC Email: tsheylock@gmail.com"
7_o-14_ai_dialogue_concept_note_aijob_creation1.pdf,Lead Entity: Internet Governance Forum (IGF) - Dynamic Coalition on Digital,AI and Job Creation,"CONCEPT NOTE First Session of the Global Dialogue on AI Governance 6–7 July 2026 I Palexpo, Geneva AI and Job Creation Title: AI and Job Creation Date & Time:  7 July 2026, 07:00 AM – 08:30 AM CEST Organizers:  Lead Entity: Internet Governance Forum (IGF) - Dynamic Coalition on Digital  Economy and Project CREATE                             Co-Organizer: Health Parliament Joining Link: https://zoom.us/webinar/register/WN_CY1nM3loQo2Ji0HjxAjV5w  A short description (2–3 sentences) for the public programme listing:  AI and Job  Creation organized by Internet Governance Forum (IGF) - Dynamic Coalition on Digital Economy,  Project CREATE and Health Parliament examine how artificial intelligence is reshaping labour  markets, displacing routine roles while generating new categories of work and what this means for  workers, economies, and societies. The session brings together policymakers, industry leaders,  and civil society to explore workforce transition strategies, reskilling frameworks, and inclusive  governance design. It calls for co-developed frameworks that ensure AI-driven growth benefits all  workers, not just capital holders. Background and focus Artificial intelligence is no longer a distant technological prospect, it is actively reshaping labour  markets across the world, transforming the nature of work at a pace that public policy, education  systems, and social protection frameworks have yet to match. While AI is displacing routine and  repetitive roles across sectors, it is simultaneously generating entirely new categories of work that  demand new competencies, new institutional arrangements, and new governance approaches.  The central challenge of our time is not whether AI will change work, it will and it already has, but  whether this transformation will be managed in a way that is fair, inclusive, and equitable. History  has shown that technological transitions, when left ungoverned, tend to concentrate gains among  capital holders while distributing costs among workers. The AI transition risks following the same  pattern unless deliberate action is taken by governments, industry, and civil society working  together. The Global Dialogue on AI Governance, convened by the United Nations, represents a historic  opportunity to establish the foundational frameworks that will govern AI's role in economies and  societies. The session on AI and Job Creation sits at the heart of this agenda, addressing the human  dimension of AI deployment; the workers, communities, and institutions most affected by this  transition. Organized by the Internet Governance Forum's Dynamic Coalition on Digital Economy, Project  CREATE (Collaborate to Realize Employment & Entrepreneurship For All Through Technology  Ecosystem), and Health Parliament, this session brings together leading voices from policy,  industry, and civil society to examine workforce transition strategies, reskilling frameworks, and  inclusive policy design. The session urges co-development of governance frameworks that ensure  AI-driven growth benefits all workers, not just capital holders, and advances the vision of Internet  for All and Livelihood for All. Speakers and Format The session will run for 90 minutes (7:00 AM – 8:30 AM CEST) in an online format, bringing together  a diverse panel of speakers. Each speaker will be invited to share their perspective for 7-8 minutes,  followed by a moderated discussion and an open Q&A segment. Speakers*:  Dr. Rajendra Pratap Gupta, Chairman, Digital First Foundation; Chair, Internet Governance  Forum’s Dynamic Coalition on Digital Economy Ms. Mevish P. Vaishnav, President, Academy of Digital Health Sciences Ms. Jennifer Chung, Chair, Multistakeholder Advisory Group, Internet Governance Forum Mr. Hani Eskandar, Digital Services Senior Coordinator, Digital Society Division,  Telecommunication Development Bureau, ITU Mr. Hamet Watt, Venture Partner, Upfront Ventures Mr. Marc Jones, Chair, Board of Trustees, Stanford Health Care Ms. Jade Nester, Director and Head of Data Public Policy for Europe, TikTok Prof. Muhammad Yunus, Recipient of the 2006 Nobel Peace Prize; Founder & Former MD,  Grameen Bank * The speaker list may change, as we are still awaiting confirmations from a few speakers. We will  update the speaker list and the promotional flyers accordingly.  Focal Point/Contact: Ms. Mevish P. Vaishnav president@parliament.health  Ms. Debosmita Gupta debosmita@parliament.health"
